,이름,년도,팀,war,경기수,완봉,완투,선발,승,패,세이브,홀드,inning,실점,ERA,FIP,WHIP,ERA_plus,FIP_plus,자책,볼넷,홈런,삼진,연봉
857,이영하,18,두,1.33,40.0,0.0,0.0,17.0,10.0,3.0,0.0,2.0,122.2,75.0,5.28,5.47,1.58,95.7,92.1,72.0,54.0,15.0,90.0,4200.0
858,전병두,5,두,1.33,49.0,0.0,0.0,2.0,3.0,2.0,5.0,2.0,57.0,20.0,3.0,4.28,1.28,141.7,98.4,19.0,36.0,5.0,55.0,2000.0
859,이동현,3,L,1.33,33.0,0.0,0.0,14.0,4.0,10.0,0.0,0.0,95.2,47.0,4.05,4.85,1.52,102.7,85.6,43.0,40.0,14.0,57.0,6900.0
860,안영명,6,한,1.33,32.0,1.0,0.0,7.0,3.0,4.0,0.0,5.0,76.2,30.0,3.29,4.31,1.33,114.0,87.0,28.0,31.0,9.0,48.0,3000.0
861,정민철,8,한,1.33,25.0,0.0,0.0,25.0,6.0,10.0,0.0,0.0,127.1,78.0,5.23,4.66,1.45,81.1,91.1,74.0,40.0,13.0,56.0,26000.0
862,최대성,14,롯,1.32,41.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,45.1,17.0,2.58,4.1,1.46,211.2,127.5,13.0,25.0,1.0,43.0,7500.0
863,정우람,9,S,1.32,62.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,56.0,23.0,3.38,4.31,1.52,140.2,109.7,21.0,29.0,5.0,46.0,14000.0
864,권혁,12,삼,1.32,64.0,0.0,0.0,0.0,2.0,3.0,1.0,18.0,49.1,18.0,3.1,3.25,1.38,123.1,117.6,17.0,20.0,2.0,38.0,19000.0
865,윤명준,13,두,1.32,34.0,0.0,0.0,0.0,4.0,1.0,4.0,7.0,45.0,20.0,4.0,3.06,1.44,106.3,139.0,20.0,15.0,0.0,35.0,2400.0
866,정원,6,K,1.32,30.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,38.1,9.0,1.88,2.81,1.17,192.9,129.1,8.0,15.0,1.0,24.0,3000.0
867,배영수,11,삼,1.32,25.0,0.0,0.0,17.0,6.0,8.0,0.0,1.0,103.0,67.0,5.42,3.84,1.5,77.0,108.6,62.0,27.0,5.0,47.0,40000.0
868,김혁민,11,한,1.31,26.0,0.0,0.0,23.0,5.0,13.0,1.0,0.0,128.2,78.0,4.97,4.67,1.46,84.2,89.5,71.0,56.0,18.0,109.0,3400.0
869,애킨스,9,롯,1.31,50.0,0.0,0.0,0.0,3.0,5.0,26.0,0.0,49.1,21.0,3.83,4.53,1.44,125.0,105.8,21.0,22.0,4.0,29.0,0.0
870,마정길,3,한,1.31,63.0,0.0,0.0,0.0,3.0,2.0,2.0,8.0,68.2,34.0,4.06,4.03,1.25,106.9,107.8,31.0,30.0,6.0,57.0,3100.0
871,금민철,9,두,1.31,36.0,0.0,0.0,9.0,7.0,2.0,0.0,0.0,83.1,44.0,4.43,5.16,1.51,107.3,92.1,41.0,52.0,7.0,55.0,6000.0
872,장필준,17,삼,1.3,56.0,0.0,0.0,0.0,4.0,8.0,21.0,3.0,67.1,37.0,4.68,3.66,1.6,108.4,137.0,35.0,26.0,6.0,82.0,6500.0
873,박성훈,12,넥,1.3,53.0,0.0,0.0,0.0,5.0,4.0,0.0,7.0,47.2,13.0,2.45,3.78,1.2,156.2,101.5,13.0,24.0,1.0,34.0,3700.0
874,윤규진,4,한,1.3,28.0,1.0,0.0,9.0,3.0,4.0,3.0,0.0,84.2,50.0,4.57,4.25,1.43,96.4,103.8,43.0,36.0,8.0,63.0,2300.0
875,김주한,16,S,1.3,39.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,59.1,28.0,4.25,4.33,1.28,122.9,120.8,28.0,14.0,6.0,50.0,2700.0
876,최동현,19,두,1.3,34.0,0.0,0.0,3.0,1.0,2.0,1.0,4.0,54.1,17.0,2.65,3.29,1.25,154.9,125.5,16.0,16.0,1.0,38.0,0.0
877,배장호,9,롯,1.3,32.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,56.1,26.0,4.15,4.36,1.51,115.3,109.9,26.0,23.0,2.0,19.0,4600.0
878,안영명,9,한,1.3,26.0,0.0,0.0,26.0,11.0,8.0,0.0,0.0,140.2,88.0,5.18,6.18,1.37,94.4,79.2,81.0,45.0,34.0,87.0,8000.0
879,김광현,7,S,1.3,20.0,0.0,0.0,13.0,3.0,7.0,0.0,0.0,77.0,35.0,3.62,4.0,1.57,105.2,95.3,31.0,41.0,5.0,52.0,0.0
880,윤영삼,19,키,1.3,54.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,62.2,23.0,2.87,3.32,1.18,144.1,123.5,20.0,14.0,5.0,56.0,4500.0
881,김명제,5,두,1.29,28.0,0.0,0.0,19.0,7.0,6.0,0.0,0.0,107.0,57.0,4.63,4.82,1.32,89.5,85.9,55.0,49.0,12.0,67.0,0.0
882,박충식,2,K,1.29,48.0,0.0,0.0,0.0,5.0,3.0,8.0,12.0,47.2,21.0,3.97,3.36,1.07,107.4,126.8,21.0,5.0,5.0,33.0,7000.0
883,신승현,4,S,1.29,58.0,0.0,0.0,9.0,2.0,7.0,0.0,3.0,107.0,60.0,4.88,4.68,1.22,86.2,89.9,58.0,32.0,13.0,64.0,3200.0
884,김성태,11,넥,1.29,18.0,0.0,0.0,18.0,3.0,7.0,0.0,0.0,89.2,51.0,4.82,4.14,1.42,85.3,99.3,48.0,38.0,8.0,71.0,5000.0
885,데이비스,8,K,1.29,10.0,0.0,0.0,10.0,2.0,5.0,0.0,0.0,61.0,29.0,3.98,3.72,1.51,102.9,110.1,27.0,31.0,2.0,42.0,0.0
887,장원준,5,롯,1.28,28.0,1.0,0.0,20.0,5.0,6.0,0.0,1.0,107.1,65.0,5.11,4.2,1.47,80.5,98.1,61.0,53.0,9.0,79.0,2900.0
888,김성배,12,롯,1.28,69.0,0.0,0.0,0.0,3.0,4.0,2.0,14.0,53.1,20.0,3.21,3.54,1.24,119.5,108.4,19.0,20.0,2.0,33.0,5000.0
889,윤명준,15,두,1.28,60.0,0.0,0.0,0.0,4.0,6.0,6.0,7.0,68.0,33.0,3.97,5.34,1.5,118.1,86.8,30.0,30.0,9.0,48.0,11500.0
890,조현근,7,삼,1.27,46.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,55.0,20.0,3.11,3.41,1.26,126.1,114.8,19.0,20.0,5.0,48.0,2700.0
891,김사율,10,롯,1.27,52.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,57.2,28.0,3.75,4.17,1.46,123.5,110.9,24.0,25.0,4.0,38.0,3500.0
892,바르가스,5,삼,1.27,26.0,0.0,0.0,26.0,10.0,8.0,0.0,0.0,128.0,78.0,5.06,4.84,1.43,84.1,87.9,72.0,63.0,12.0,66.0,0.0
893,마야,14,두,1.27,11.0,1.0,0.0,11.0,2.0,4.0,0.0,0.0,63.0,36.0,4.86,4.71,1.44,101.8,106.8,34.0,24.0,6.0,54.0,0.0
894,박민호,19,S,1.27,47.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,50.1,17.0,2.68,4.12,1.25,158.7,102.7,15.0,14.0,2.0,22.0,4000.0
895,서진용,17,S,1.27,42.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,46.0,21.0,3.91,3.97,1.44,128.6,127.0,20.0,23.0,4.0,55.0,4000.0
896,손민한,9,롯,1.26,14.0,0.0,0.0,14.0,6.0,5.0,0.0,0.0,69.1,41.0,5.19,4.56,1.66,92.2,105.1,40.0,28.0,3.0,20.0,70000.0
897,이정훈,3,롯,1.26,44.0,1.0,0.0,12.0,7.0,8.0,1.0,5.0,110.2,65.0,5.2,4.54,1.6,81.4,93.3,64.0,51.0,13.0,67.0,2500.0
898,최영필,8,한,1.26,36.0,0.0,0.0,9.0,7.0,8.0,0.0,3.0,85.2,50.0,4.73,4.0,1.59,89.7,106.0,45.0,38.0,4.0,48.0,11000.0
899,송은범,7,S,1.26,24.0,0.0,0.0,12.0,6.0,3.0,0.0,2.0,71.2,29.0,3.01,4.2,1.4,126.4,90.7,24.0,32.0,5.0,33.0,3200.0
900,이현승,10,두,1.26,46.0,0.0,0.0,11.0,3.0,6.0,2.0,4.0,77.2,45.0,4.75,4.42,1.35,95.7,102.9,41.0,25.0,8.0,50.0,14000.0
901,최향남,8,롯,1.26,37.0,0.0,0.0,0.0,2.0,4.0,9.0,3.0,50.1,20.0,3.58,3.45,0.99,112.6,116.8,20.0,14.0,6.0,48.0,10000.0
902,박준수,10,넥,1.26,42.0,0.0,0.0,0.0,3.0,3.0,0.0,8.0,42.1,11.0,2.34,4.61,1.09,194.5,98.7,11.0,16.0,4.0,25.0,9000.0
903,임창민,14,N,1.25,41.0,0.0,0.0,0.0,6.0,3.0,1.0,5.0,53.1,28.0,4.39,4.77,1.48,118.6,110.4,26.0,29.0,5.0,53.0,6200.0
904,임경완,3,롯,1.25,59.0,0.0,0.0,6.0,3.0,14.0,11.0,4.0,93.2,52.0,4.71,4.37,1.36,89.9,96.9,49.0,30.0,10.0,45.0,3200.0
905,손민한,13,N,1.24,28.0,0.0,0.0,6.0,5.0,6.0,9.0,3.0,60.1,24.0,3.43,4.77,1.31,125.2,90.0,23.0,23.0,4.0,22.0,70000.0
906,유동훈,13,K,1.24,49.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,52.1,22.0,2.92,3.73,1.28,146.8,115.0,17.0,11.0,3.0,38.0,17500.0
907,김수완,10,롯,1.24,13.0,1.0,1.0,10.0,5.0,2.0,0.0,0.0,63.2,32.0,3.96,4.68,1.21,116.9,98.7,28.0,16.0,9.0,44.0,0.0
908,경헌호,5,L,1.24,43.0,0.0,0.0,2.0,0.0,2.0,9.0,4.0,54.1,25.0,3.98,3.48,1.12,104.7,119.8,24.0,14.0,3.0,37.0,5200.0
909,최대성,12,롯,1.23,71.0,0.0,0.0,0.0,8.0,8.0,1.0,17.0,67.2,31.0,3.59,3.78,1.32,106.7,101.3,27.0,24.0,5.0,50.0,3000.0
910,밴와트,15,S,1.23,12.0,0.0,0.0,12.0,5.0,3.0,0.0,0.0,56.1,29.0,4.63,3.79,1.47,104.2,127.6,29.0,13.0,5.0,50.0,52500.0
911,구자운,4,두,1.23,54.0,0.0,0.0,0.0,4.0,5.0,32.0,1.0,47.2,19.0,3.59,3.98,1.22,116.8,105.3,19.0,13.0,7.0,39.0,11000.0
912,권혁,4,삼,1.23,37.0,0.0,0.0,9.0,3.0,3.0,0.0,3.0,81.0,44.0,4.78,4.5,1.46,90.8,96.3,43.0,38.0,12.0,78.0,3000.0
913,제춘모,3,S,1.23,35.0,0.0,0.0,19.0,10.0,6.0,0.0,5.0,127.0,75.0,4.89,4.72,1.45,85.3,88.4,69.0,59.0,17.0,82.0,3600.0
914,신철인,2,현,1.23,40.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,55.2,29.0,4.53,3.13,1.4,94.3,136.6,28.0,18.0,4.0,54.0,6300.0
915,김승회,18,두,1.23,55.0,0.0,0.0,0.0,3.0,4.0,3.0,11.0,54.2,26.0,3.46,5.5,1.41,146.2,91.9,21.0,23.0,6.0,34.0,10000.0
916,이용찬,17,두,1.22,68.0,0.0,0.0,0.0,5.0,5.0,22.0,2.0,71.2,38.0,4.4,4.31,1.54,109.5,112.7,35.0,27.0,5.0,57.0,18000.0
917,이형범,19,두,1.22,67.0,0.0,0.0,0.0,6.0,3.0,19.0,10.0,61.0,25.0,2.66,4.52,1.25,154.6,90.5,18.0,19.0,4.0,31.0,3500.0
918,원종현,17,N,1.22,68.0,0.0,0.0,0.0,3.0,6.0,0.0,22.0,80.0,44.0,4.39,3.6,1.31,113.1,138.3,39.0,19.0,4.0,69.0,14000.0
919,윤규진,10,한,1.22,47.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,58.2,28.0,3.38,4.36,1.59,136.9,106.0,22.0,36.0,3.0,45.0,6500.0
920,정찬헌,14,L,1.22,51.0,0.0,0.0,0.0,1.0,3.0,3.0,8.0,52.2,26.0,4.44,4.84,1.6,111.4,103.6,26.0,27.0,5.0,41.0,3200.0
921,김민기,6,L,1.22,55.0,0.0,0.0,0.0,2.0,4.0,6.0,6.0,61.2,26.0,3.65,3.46,1.46,97.1,102.3,25.0,25.0,4.0,43.0,5500.0
922,세든,15,S,1.22,14.0,1.0,1.0,14.0,7.0,5.0,0.0,0.0,74.0,42.0,4.99,5.25,1.42,96.9,92.6,41.0,28.0,12.0,67.0,15000.0
923,안영명,19,한,1.22,67.0,0.0,0.0,0.0,4.0,7.0,0.0,13.0,62.0,27.0,3.92,3.68,1.53,105.7,112.8,27.0,13.0,5.0,48.0,35000.0
924,엄상백,17,k,1.21,52.0,0.0,0.0,0.0,1.0,3.0,0.0,8.0,52.0,28.0,4.15,4.43,1.35,122.1,112.7,24.0,22.0,3.0,39.0,5300.0
925,김사율,14,롯,1.21,33.0,0.0,0.0,7.0,2.0,5.0,0.0,2.0,79.1,55.0,5.79,5.41,1.58,94.2,99.2,51.0,30.0,13.0,71.0,15000.0
927,송창식,16,한,1.21,66.0,0.0,0.0,1.0,8.0,5.0,0.0,8.0,97.2,61.0,4.98,5.24,1.45,105.5,100.1,54.0,45.0,10.0,77.0,16000.0
928,이경필,3,두,1.21,26.0,0.0,0.0,24.0,8.0,13.0,0.0,1.0,106.0,71.0,4.5,3.84,1.56,92.4,108.4,53.0,43.0,4.0,47.0,4500.0
929,강영식,10,롯,1.21,63.0,0.0,0.0,0.0,3.0,3.0,2.0,7.0,52.2,28.0,4.44,3.59,1.41,104.1,128.8,26.0,24.0,6.0,58.0,12000.0
930,윤규진,8,한,1.21,42.0,0.0,0.0,1.0,5.0,2.0,1.0,12.0,69.1,33.0,3.76,4.3,1.51,112.7,98.6,29.0,41.0,3.0,47.0,4000.0
931,윤길현,5,S,1.21,45.0,0.0,0.0,2.0,5.0,2.0,1.0,5.0,61.0,27.0,3.69,3.98,1.25,112.0,103.7,25.0,25.0,7.0,61.0,3300.0
932,정홍준,6,삼,1.21,24.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,52.1,17.0,2.92,3.62,1.41,123.8,100.0,17.0,30.0,2.0,40.0,0.0
933,윤명준,16,두,1.21,55.0,0.0,0.0,0.0,4.0,0.0,2.0,11.0,57.0,25.0,3.95,4.56,1.19,129.5,110.3,25.0,17.0,5.0,39.0,11500.0
934,오주원,10,넥,1.2,69.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,45.1,15.0,2.38,4.32,1.19,190.9,105.2,12.0,15.0,4.0,28.0,0.0
935,고영창,19,K,1.2,55.0,0.0,0.0,0.0,1.0,3.0,1.0,10.0,54.0,22.0,3.5,4.18,1.43,119.8,100.2,21.0,14.0,2.0,22.0,2800.0
936,김태영,11,두,1.2,33.0,0.0,0.0,6.0,3.0,2.0,1.0,1.0,63.2,30.0,3.96,3.91,1.43,103.5,104.7,28.0,20.0,5.0,41.0,0.0
937,양현,19,키,1.2,29.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,40.2,10.0,1.99,3.38,1.03,207.8,123.0,9.0,11.0,1.0,25.0,3000.0
938,권오준,16,삼,1.2,41.0,0.0,0.0,0.0,1.0,3.0,0.0,7.0,46.1,20.0,3.88,5.71,1.27,135.7,91.5,20.0,11.0,9.0,35.0,7000.0
939,최향남,4,K,1.2,16.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,45.1,20.0,3.57,3.39,1.32,122.1,128.8,18.0,20.0,1.0,37.0,5850.0
940,진명호,18,롯,1.2,60.0,0.0,0.0,0.0,5.0,4.0,1.0,9.0,61.2,34.0,4.38,5.2,1.61,119.1,100.7,30.0,46.0,7.0,65.0,3300.0
941,조정훈,10,롯,1.2,11.0,1.0,0.0,11.0,5.0,3.0,0.0,0.0,62.0,34.0,4.94,4.35,1.31,93.7,106.3,34.0,22.0,7.0,50.0,12500.0
942,강영식,14,롯,1.2,52.0,0.0,0.0,0.0,2.0,5.0,0.0,14.0,47.0,25.0,4.79,4.83,1.49,113.9,109.5,25.0,24.0,4.0,42.0,30000.0
943,이혜천,8,두,1.19,34.0,0.0,0.0,22.0,7.0,5.0,0.0,0.0,109.1,59.0,4.69,4.83,1.4,87.2,84.7,57.0,43.0,14.0,83.0,15000.0
944,박경태,13,K,1.19,42.0,0.0,0.0,5.0,1.0,5.0,0.0,4.0,62.1,33.0,4.48,3.7,1.64,95.9,116.0,31.0,32.0,2.0,53.0,4600.0
945,조규수,3,한,1.19,32.0,0.0,0.0,21.0,4.0,10.0,2.0,1.0,121.0,74.0,5.28,4.93,1.5,82.2,88.0,71.0,60.0,18.0,80.0,5500.0
946,경헌호,8,L,1.19,30.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,46.2,13.0,2.31,4.01,1.2,176.9,102.2,12.0,14.0,4.0,27.0,6300.0
947,장시환,19,롯,1.19,27.0,0.0,0.0,27.0,6.0,13.0,0.0,0.0,125.1,78.0,4.95,4.32,1.64,84.6,97.2,69.0,58.0,12.0,109.0,8500.0
948,이태양,16,N,1.19,10.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,47.0,22.0,4.21,6.69,1.49,120.8,77.3,22.0,26.0,7.0,27.0,6500.0
949,지연규,5,한,1.19,33.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,38.0,13.0,2.84,3.94,1.16,154.1,111.2,12.0,14.0,3.0,32.0,4200.0
950,이정민,14,롯,1.18,25.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,33.1,14.0,2.43,4.01,1.71,224.3,131.4,9.0,15.0,1.0,25.0,4500.0
951,최원호,2,L,1.18,31.0,0.0,0.0,27.0,6.0,11.0,0.0,0.0,138.2,70.0,4.41,5.66,1.36,93.7,73.0,68.0,61.0,19.0,53.0,4400.0
952,카브레라,7,롯,1.18,56.0,0.0,0.0,0.0,3.0,4.0,22.0,0.0,56.2,30.0,3.65,2.55,1.2,104.7,150.1,23.0,19.0,5.0,60.0,0.0
953,권혁,14,삼,1.18,38.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,34.2,13.0,2.86,4.03,1.1,185.2,130.6,11.0,11.0,4.0,38.0,26000.0
954,최원호,3,L,1.18,19.0,0.0,0.0,17.0,4.0,3.0,0.0,1.0,76.1,42.0,4.48,4.14,1.62,92.7,100.5,38.0,24.0,8.0,40.0,8000.0
955,이정민,9,롯,1.18,31.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,43.1,19.0,3.74,3.86,1.5,128.1,124.2,18.0,13.0,3.0,26.0,6200.0
956,정영일,19,S,1.18,44.0,0.0,0.0,0.0,1.0,2.0,1.0,8.0,42.0,15.0,3.21,3.55,1.29,132.4,118.9,15.0,22.0,1.0,35.0,3000.0
957,코리,11,롯,1.18,25.0,0.0,0.0,8.0,4.0,3.0,3.0,1.0,72.1,41.0,4.23,3.84,1.29,99.2,109.2,34.0,10.0,8.0,48.0,0.0
958,엄정욱,12,S,1.18,49.0,0.0,0.0,0.0,4.0,5.0,3.0,12.0,56.1,21.0,3.2,4.08,1.24,119.2,93.4,20.0,24.0,5.0,44.0,8000.0
959,보우덴,17,두,1.17,17.0,0.0,0.0,17.0,3.0,5.0,0.0,0.0,87.1,47.0,4.64,6.31,1.47,103.8,75.7,45.0,38.0,15.0,51.0,900000.0
960,신재웅,13,L,1.17,18.0,0.0,0.0,10.0,4.0,4.0,0.0,0.0,56.0,21.0,3.05,4.65,1.25,139.0,91.2,19.0,18.0,4.0,21.0,5500.0
961,오카모토,10,L,1.17,46.0,0.0,0.0,0.0,5.0,3.0,16.0,1.0,48.0,17.0,3.0,5.0,1.35,151.6,91.0,16.0,29.0,6.0,40.0,0.0
962,심창민,15,삼,1.17,61.0,0.0,0.0,0.0,6.0,3.0,0.0,9.0,67.1,32.0,4.28,3.51,1.16,115.4,139.8,32.0,24.0,7.0,91.0,14000.0
963,정찬헌,18,L,1.17,66.0,0.0,0.0,0.0,5.0,3.0,27.0,0.0,65.0,36.0,4.85,4.59,1.54,104.1,110.3,35.0,24.0,5.0,50.0,9500.0
964,매클레리,8,롯,1.17,19.0,1.0,0.0,17.0,5.0,5.0,0.0,0.0,101.2,55.0,4.6,4.57,1.64,87.5,88.2,52.0,52.0,5.0,43.0,0.0
965,경헌호,3,L,1.17,54.0,0.0,0.0,0.0,4.0,4.0,1.0,11.0,70.2,39.0,4.2,3.65,1.53,98.8,113.8,33.0,34.0,8.0,73.0,4800.0
966,박종훈,15,S,1.17,33.0,0.0,0.0,23.0,6.0,8.0,0.0,0.0,118.0,74.0,5.19,4.36,1.49,93.1,110.4,68.0,53.0,7.0,105.0,7000.0
967,이우선,10,삼,1.17,32.0,0.0,0.0,8.0,1.0,3.0,1.0,0.0,68.1,34.0,4.35,5.1,1.35,106.1,90.4,33.0,24.0,10.0,42.0,3500.0
968,마정길,10,넥,1.17,58.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,56.1,23.0,3.04,4.8,1.4,149.8,94.8,19.0,28.0,6.0,43.0,10000.0
969,나승현,6,롯,1.17,51.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,54.1,21.0,3.48,3.46,1.56,100.8,101.4,21.0,30.0,2.0,33.0,0.0
970,이승현,19,삼,1.17,34.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,37.0,11.0,1.95,3.4,1.05,223.0,124.8,8.0,11.0,2.0,31.0,7000.0
971,이민호,13,N,1.16,56.0,0.0,0.0,0.0,1.0,3.0,10.0,1.0,66.1,31.0,4.21,4.62,1.4,102.1,93.1,31.0,34.0,6.0,60.0,2400.0
972,마정길,16,넥,1.16,61.0,0.0,0.0,0.0,6.0,1.0,0.0,12.0,63.2,33.0,4.1,5.99,1.49,128.1,86.4,29.0,34.0,10.0,52.0,20000.0
973,류택현,7,L,1.16,81.0,0.0,0.0,0.0,0.0,3.0,0.0,23.0,40.0,13.0,2.7,3.01,1.48,143.9,129.2,12.0,22.0,1.0,36.0,6500.0
974,이대진,7,K,1.16,17.0,0.0,0.0,16.0,7.0,6.0,0.0,0.0,76.2,37.0,4.11,4.33,1.44,95.7,90.8,35.0,45.0,5.0,47.0,6300.0
975,정대현,13,롯,1.16,58.0,0.0,0.0,0.0,5.0,4.0,1.0,16.0,51.1,21.0,3.33,4.48,1.5,131.2,97.6,19.0,21.0,3.0,34.0,50000.0
976,장민재,18,한,1.16,34.0,0.0,0.0,3.0,6.0,2.0,0.0,1.0,59.2,33.0,4.68,5.16,1.43,113.3,103.2,31.0,23.0,7.0,42.0,7100.0
977,카브레라,6,S,1.15,28.0,0.0,0.0,0.0,1.0,3.0,16.0,0.0,27.2,6.0,1.63,2.77,1.27,216.1,126.7,5.0,15.0,0.0,23.0,0.0
978,한용덕,3,한,1.15,32.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,55.0,31.0,4.91,3.18,1.24,88.4,136.6,30.0,9.0,5.0,42.0,10000.0
979,윤길현,3,S,1.15,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,39.1,9.0,2.06,3.68,1.2,202.5,113.5,9.0,14.0,3.0,24.0,2500.0
980,이현승,14,두,1.15,65.0,0.0,0.0,3.0,3.0,3.0,0.0,15.0,55.0,34.0,5.07,4.27,1.66,97.5,120.5,31.0,23.0,2.0,39.0,11000.0
981,김원형,6,S,1.14,24.0,0.0,0.0,23.0,5.0,9.0,0.0,0.0,139.1,69.0,4.07,4.15,1.39,86.4,84.8,63.0,41.0,11.0,52.0,25000.0
982,이정훈,5,롯,1.14,54.0,0.0,0.0,1.0,2.0,3.0,1.0,5.0,75.0,40.0,4.44,3.95,1.52,92.7,104.3,37.0,28.0,6.0,46.0,4600.0
983,손영민,10,K,1.14,67.0,0.0,0.0,0.0,3.0,5.0,1.0,18.0,68.0,36.0,4.63,4.68,1.44,98.5,97.4,35.0,25.0,8.0,48.0,9000.0
984,박희수,14,S,1.14,21.0,0.0,0.0,0.0,1.0,2.0,13.0,0.0,20.2,8.0,3.48,3.13,1.21,146.5,161.9,8.0,8.0,1.0,29.0,19000.0
985,차명주,2,두,1.14,67.0,0.0,0.0,0.0,1.0,2.0,1.0,17.0,51.1,23.0,3.86,3.51,1.25,106.8,117.4,22.0,18.0,4.0,37.0,10700.0
986,심재민,17,k,1.14,64.0,0.0,0.0,2.0,1.0,7.0,0.0,13.0,74.2,48.0,5.18,5.13,1.57,97.9,97.5,43.0,31.0,11.0,69.0,5700.0
987,노병오,2,삼,1.14,18.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,47.2,20.0,3.78,3.99,1.11,114.2,108.2,20.0,9.0,6.0,29.0,0.0
988,전병호,5,삼,1.14,29.0,0.0,0.0,20.0,6.0,5.0,0.0,0.0,104.2,60.0,4.39,4.97,1.35,97.1,85.6,51.0,31.0,16.0,51.0,11500.0
989,윤길현,9,S,1.13,51.0,0.0,0.0,0.0,6.0,0.0,3.0,4.0,47.0,24.0,4.4,3.72,1.15,107.4,127.2,23.0,17.0,4.0,39.0,13000.0
990,염종석,3,롯,1.13,24.0,0.0,0.0,24.0,7.0,14.0,0.0,0.0,123.2,74.0,5.17,5.0,1.45,82.0,84.7,71.0,47.0,21.0,85.0,15000.0
991,배장호,17,롯,1.13,72.0,0.0,0.0,0.0,8.0,1.0,0.0,6.0,66.1,36.0,4.34,5.08,1.34,116.0,99.1,32.0,19.0,9.0,47.0,5400.0
992,유먼,15,한,1.13,17.0,0.0,0.0,17.0,4.0,6.0,0.0,0.0,91.2,52.0,4.52,5.01,1.46,110.3,98.3,46.0,38.0,9.0,56.0,900000.0
993,정대현,2,S,1.13,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,15.0,3.21,3.15,1.12,130.9,133.8,15.0,10.0,3.0,30.0,2000.0
994,류택현,5,L,1.13,69.0,0.0,0.0,3.0,0.0,5.0,0.0,13.0,52.0,25.0,3.63,3.4,1.29,114.6,122.5,21.0,16.0,3.0,41.0,0.0
995,배영수,17,한,1.13,25.0,1.0,0.0,25.0,7.0,8.0,0.0,0.0,128.0,82.0,5.06,5.1,1.44,99.3,99.2,72.0,29.0,17.0,86.0,55000.0
996,김진우,14,K,1.13,28.0,0.0,0.0,13.0,3.0,4.0,1.0,1.0,90.2,66.0,5.96,5.38,1.78,87.6,98.5,60.0,61.0,8.0,85.0,13000.0
997,이보근,10,넥,1.13,52.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,75.0,38.0,4.32,5.22,1.55,105.3,87.1,36.0,45.0,5.0,35.0,2300.0
998,지연규,2,한,1.13,20.0,0.0,0.0,16.0,4.0,9.0,0.0,0.0,77.1,49.0,5.35,4.01,1.57,81.2,108.4,46.0,29.0,6.0,48.0,1800.0
999,신용운,13,삼,1.12,44.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,40.0,9.0,2.03,4.37,1.05,211.5,97.9,9.0,16.0,5.0,36.0,5000.0
1000,최원호,6,L,1.12,15.0,0.0,0.0,14.0,3.0,5.0,0.0,0.0,84.0,41.0,4.29,3.5,1.46,82.7,101.3,40.0,35.0,4.0,48.0,15000.0
1001,이승호,11,S,1.12,51.0,0.0,0.0,1.0,6.0,3.0,2.0,2.0,64.1,28.0,3.5,4.34,1.48,117.4,94.5,25.0,47.0,3.0,50.0,7000.0
1002,김상진,3,S,1.12,26.0,0.0,0.0,15.0,2.0,8.0,0.0,2.0,89.1,51.0,4.53,4.42,1.32,92.0,94.4,45.0,28.0,7.0,30.0,15000.0
1003,황두성,6,현,1.12,47.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,71.1,35.0,3.91,3.7,1.33,92.4,97.7,31.0,40.0,7.0,76.0,6000.0
